,Custom Function,Return over CVaR,Sortino,Calmar,Risk Parity,Benchmark
2010-01-05,-0.0032317663901678673,-0.0032317663490294413,-0.003231766390683455,-0.0032317664032252003,0.000622378195661577,0.002187669315894647
2010-01-06,0.006661607232478994,0.006661607078436216,0.006661607237332001,0.006661607262393288,0.00606484886795422,0.0043658241282731325
2010-01-07,-0.0012238652353766533,-0.0012238652458931298,-0.0012238652346455714,-0.0012238652356617585,0.001519735389037713,0.003589188397577381
2010-01-08,0.0016059974377344854,0.0016059974934452548,0.0016059974364337481,0.0016059974262971899,0.003775055356134205,0.003926013499444769
2010-01-11,0.006129444284475927,0.006129444181430577,0.006129444287146013,0.006129444306829823,0.004235896321825194,0.00215655546155169
2010-01-12,-0.007939062801256114,-0.007939062844995126,-0.007939062800496055,-0.00793906279196499,-0.011869339557088687,-0.011491768184704654
2010-01-13,0.009918501275997915,0.00991850127954863,0.00991850127607452,0.009918501277107472,0.010105492567885621,0.01018688224168307
2010-01-14,0.003408613482599465,0.0034086134699560233,0.003408613482758893,0.0034086134720776595,0.0017620478758466618,0.0013702591678934617
2010-01-15,-0.007999662991825751,-0.007999663052238093,-0.007999662990276768,-0.00799966297996757,-0.010401441237799292,-0.011066040262829313
2010-01-19,0.012591234395972428,0.012591234427243858,0.012591234394739637,0.012591234384929262,0.01106075063374412,0.012048134659581322
2010-01-20,-0.013282385893632398,-0.013282385903374716,-0.013282385892860238,-0.013282385886027481,-0.0128314776670857,-0.011216049314510368
2010-01-21,-0.016231175905543127,-0.016231175856905034,-0.01623117590701839,-0.01623117591290102,-0.017158615626381324,-0.018422399615948604
2010-01-22,-0.007974876809253462,-0.007974877074459874,-0.007974876802320008,-0.007974876783188978,-0.01601723277871514,-0.019973142891480444
2010-01-25,0.0022227496111495437,0.0022227496627305054,0.002222749609607222,0.0022227496077027453,0.004071837923014687,0.004600620700640601
2010-01-26,-0.0021183451233443007,-0.0021183451231553407,-0.002118345123141241,-0.0021183451142590126,-0.0022273372945418313,-0.0034676963956519202
2010-01-27,0.0007297121938365514,0.0007297122476053186,0.0007297121918343752,0.0007297121702325438,-0.0008940562503038096,0.0010626781328266777
2010-01-28,-0.005620077563058157,-0.005620077765004394,-0.00562007755707683,-0.005620077527265788,-0.008308057854143125,-0.01012295270498409
2010-01-29,-0.006371994419542393,-0.006371994527714975,-0.006371994416775939,-0.006371994401569103,-0.008972595083239221,-0.010300153911244836
2010-02-01,0.01186599863921467,0.011865998643618925,0.011865998639298603,0.011865998635016917,0.01530820938848465,0.015359693291670418
2010-02-02,0.013714505003581623,0.013714504973237895,0.013714505004514876,0.0137145050009857,0.012110756651496857,0.012632354011113511
2010-02-03,-0.0072058924949406356,-0.007205892411930592,-0.007205892497317956,-0.0072058925090627834,-0.00577170252711634,-0.00603745545031531
2010-02-04,-0.028388624631785264,-0.028388624652681216,-0.028388624631936588,-0.028388624631039083,-0.032400384408297955,-0.03243889398703437
2010-02-05,0.0005073437297804517,0.0005073438100087202,0.0005073437273555026,0.0005073437118969792,0.0009833926334037457,0.0014001906791218932
2010-02-08,-0.004052929599455135,-0.004052929600835142,-0.0040529295994320425,-0.004052929608814426,-0.006251115640220073,-0.007135488139698443
2010-02-09,0.010737926819930577,0.010737926813257692,0.01073792682050323,0.010737926823798816,0.013073082029860572,0.013572240817480985
2010-02-10,-0.0032971184504203555,-0.0032971184469562376,-0.0032971184505440343,-0.003297118452320724,-0.0023973330061533016,-0.002014111063800783
2010-02-11,0.011200362602235892,0.011200362612962644,0.011200362602445946,0.011200362597723723,0.012585489450814835,0.011796916144356961
2010-02-12,-0.0007685146900542339,-0.0007685146598562786,-0.0007685146907229212,-0.0007685146982022717,-0.00027085144114724624,-0.00011703402966689591
2010-02-16,0.014388832017526498,0.014388832027651288,0.014388832017399489,0.01438883202202379,0.018998680886996855,0.01913153177649396
2010-02-17,0.0037038915438794007,0.003703891543931803,0.003703891544100779,0.003703891534672321,0.0030151094926329502,0.0040134173608343815
2010-02-18,0.005864544664860194,0.005864544674004879,0.00586454466472075,0.005864544663746862,0.006684799740269032,0.0067862612400397815
2010-02-19,-0.000978183112145814,-0.0009781831130639684,-0.0009781831115991402,-0.0009781830899576738,0.0020491609724537785,0.00333832805437706
2010-02-22,-0.0021249655245025867,-0.002124965523249922,-0.00212496552459418,-0.0021249655293861247,-0.0016230683372119303,-0.0010700647566264099
2010-02-23,-0.008963185663171669,-0.008963185705550103,-0.008963185662316464,-0.00896318565510279,-0.011140775223849597,-0.011977991163891644
2010-02-24,0.0035993929570197203,0.0035993930154336606,0.0035993929554580806,0.003599392943125279,0.0047262413738953235,0.006873912971754104
2010-02-25,0.0027812695238607077,0.002781269477860393,0.002781269525256702,0.0027812695267210863,0.0010875788422661792,-0.0004816485581848884
2010-02-26,0.0018355074763303225,0.0018355074761706724,0.0018355074764093704,0.0018355074650553416,0.00275549476395498,0.0020744199578528466
2010-03-01,0.0062234486737497985,0.006223448762430195,0.006223448672159293,0.006223448673114973,0.009730013247088998,0.01162300716533382
2010-03-02,0.00638134448463612,0.00638134442342797,0.006381344486610541,0.006381344493591401,0.006362130815811495,0.0050668995074800716
2010-03-03,0.0005843499430262522,0.0005843499491899884,0.0005843499430644439,0.000584349941451956,0.002254015862929837,0.0020439389745630088
2010-03-04,-0.0017229444231956492,-0.0017229443752451168,-0.001722944424657813,-0.0017229444274549088,0.0003313038969541271,0.00197434825715348
2010-03-05,0.007153170948600351,0.007153171014910642,0.007153170947363785,0.007153170943689613,0.011381567915613733,0.014258537876516986
2010-03-08,-0.004890425254275965,-0.004890425161823031,-0.004890425256875219,-0.004890425264344356,-0.001585591237281303,2.0398570803603633e-06
2010-03-09,-0.000647513516727094,-0.0006475134684856831,-0.0006475135180428193,-0.000647513526200405,0.0005636718521215833,0.0011279716120333738
2010-03-10,-0.003003530223337658,-0.003003530117986153,-0.0030035302257896968,-0.0030035302350964743,0.0008000224959987534,0.003665602340592544
2010-03-11,0.0036615176470489175,0.003661517647141732,0.003661517646961654,0.003661517645354051,0.0034344369745571424,0.003859611331149315
2010-03-12,-0.0038839328857857014,-0.0038839328441259147,-0.0038839328865538647,-0.003883932892867148,-0.0012371425433606031,-0.00021042504323209865
2010-03-15,0.005356813633260238,0.005356813557596318,0.0053568136348516315,0.0053568136405908184,0.0012526435313398032,9.840340042810425e-07
2010-03-16,0.008551807411468326,0.008551807408839762,0.008551807411777856,0.008551807418492485,0.01108682847594955,0.010283775973822795
2010-03-17,-0.0004592861484016275,-0.00045928610093171063,-0.00045928614926837863,-0.0004592861488581512,0.0028380719211940075,0.0051101670785764775
2010-03-18,0.004524118521850307,0.004524118468434368,0.004524118522599485,0.004524118513957731,-0.00028265011828176867,-0.0022912687453682246
2010-03-19,-0.0070927885177300976,-0.0070927885160174675,-0.007092788518019533,-0.007092788513224146,-0.00825480391364386,-0.007010424363962708
2010-03-22,0.002823954995160749,0.00282395505118882,0.002823954993936839,0.0028239549748434456,0.004259992822321479,0.006091353744139605
2010-03-23,0.0064009272619207636,0.006400927295490799,0.00640092726108521,0.00640092725384056,0.007426352405629277,0.007954396456881119
2010-03-24,-0.011310862560525714,-0.011310862495034768,-0.011310862562239121,-0.01131086256983116,-0.008857031016000882,-0.0067822974839995
2010-03-25,-0.0002032765689609084,-0.00020327657445451397,-0.00020327656955265727,-0.0002032765807673531,-0.001777008947670855,-0.0030261322281771585
2010-03-26,0.0023819153937747473,0.002381915329829676,0.002381915395675893,0.00238191540766719,0.002385366413970358,0.00019198265335163
2010-03-29,0.005365166739073279,0.005365166731772231,0.0053651667397458525,0.005365166751445161,0.005757110217199823,0.006473681566763645
2010-03-30,-0.001112568761633459,-0.0011125687111099847,-0.001112568763072308,-0.0011125687729426348,-0.0004876521501006037,0.0004967898194692122
2010-03-31,-0.00047006410358019224,-0.00047006413848516004,-0.00047006410293859435,-0.0004700641012308493,-0.0013501363005122835,-0.0028841106671008143
2010-04-01,0.007022643869415646,0.007022643798426875,0.007022643871776868,0.007022643893617619,0.008461067560895597,0.008238441885694225
2010-04-05,0.001977121735991627,0.001977121852571928,0.0019771217335238234,0.001977121726692399,0.009097981940013433,0.010853257718526077
2010-04-06,-0.0007183436047578651,-0.0007183435815522055,-0.0007183436051145797,-0.0007183435957578421,0.002623801440807094,0.003263952731263453
2010-04-07,0.00045086988223852487,1.4549472525438034e-05,9.973450617373203e-06,0.0004508707249861743,-0.00227274201347083,-0.004829429084363235
2010-04-08,-0.00027375547038832604,-0.0002121662277139169,-0.00021152508206523368,-0.0002737552071978566,0.0012025709338168156,0.0017007626456178038
2010-04-09,0.006464189210842797,0.006670100434114756,0.006672267473195381,0.006464188564155426,0.007025379386515596,0.006786529811882325
2010-04-12,-0.0011373012951840789,-0.0014572990285566245,-0.0014606714902407614,-0.001137302782296623,0.00010324449736787145,0.001204675773404551
2010-04-13,-0.0012178064748222805,-0.001251586566110685,-0.0012519467259078931,-0.0012178076930505766,-9.452013173971707e-05,0.0005565188110230324
2010-04-14,0.0023500303796317734,0.0016837053209990405,0.0016766738727296282,0.0023500254703550105,0.008045625582390858,0.010469203777616176
2010-04-15,0.0002840582731153951,0.0005102846859121879,0.0005126686811829373,0.0002840583946488451,0.0025154557425888235,0.0021405483142871162
2010-04-16,-0.011049648080082353,-0.010970317135610586,-0.010969473933263085,-0.011049646942330238,-0.014977240252233015,-0.015309417048504748
2010-04-19,0.003185041812095335,0.0028094143647612313,0.00280545865485915,0.00318504321300761,0.0004850987692590625,0.0005161659284276254
2010-04-20,0.0038062795178361863,0.0035240769989159926,0.0035210925759363576,0.003806276555647914,0.008200733593463738,0.009862781885483285
2010-04-21,-0.001807277173441646,-0.002668344353132124,-0.0026774125453876696,-0.0018072806802746921,0.002047379781310532,0.0014715410103123272
2010-04-22,-0.003279163548783437,-0.0036620032472448605,-0.0036660574662418233,-0.003279168154595169,0.003155521837962416,0.005287401779428658
2010-04-23,0.0068522156192305506,0.006906896388608974,0.006907474771844502,0.006852214720548533,0.007885396085043128,0.007782758196973383
