,GLD,MDYG,MDYV,SLYG,SLYV,SPHB,SPLV,SPYG,SPYV,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY,XMLV,XSLV
2002-03-08 00:00:00+00:00,,,,13.4182577927,11.9889776012,,,10.5345133123,9.6075966532,15.1432307252,,17.157346105,14.6278629768,19.4478649734,17.8643561023,16.0089193788,,13.8731568159,21.2815835064,23.6905949531,,
2002-03-11 00:00:00+00:00,,,,13.5727756888,12.0239308887,,,10.5285783752,9.6942874037,15.1239317906,,17.339741705,14.7141312435,19.488822218,17.9180488858,16.0089193788,,13.9174328483,21.1796880998,23.5813137902,,
2002-03-12 00:00:00+00:00,,,,13.3877357391,12.0501458543,,,10.3426170134,9.6792107515,15.1496637034,,17.4917380383,14.7195230102,19.4478649734,17.5345290038,16.0027407144,,13.7747656328,21.1069056664,23.6281485743,,
2002-03-13 00:00:00+00:00,,,,13.2389407281,11.9889776012,,,10.2733760809,9.6641340992,14.9566743569,,17.376220825,14.5847288434,19.1816428835,17.0743051455,16.1263140018,,13.7747656328,21.0341232331,23.5735079929,,
2002-03-14 00:00:00+00:00,,,,13.1511898241,12.0414075324,,,10.2476580202,9.6603649361,15.1625296599,,17.3701409717,14.6224712101,19.2021215058,16.8748748069,16.0830633512,,13.7255700412,21.1796880998,23.5735079929,,
2002-03-15 00:00:00+00:00,,,,13.1530974525,12.1595561104,,,10.3549383385,9.756335743,15.3034955116,,17.4952765129,14.929532322,19.2168183304,16.9976011691,16.3763151195,,13.8405794952,21.567276392,23.8761231445,,
2002-03-18 00:00:00+00:00,,,,13.2465712415,12.1154997477,,,10.3331593094,9.7540650675,15.3615855409,,17.6294801682,14.897076817,19.1415119529,17.0512939526,16.3267462504,,13.905046544,21.7565907695,23.8839385694,,
2002-03-19 00:00:00+00:00,,,,13.3018924635,12.2212350182,,,10.3846370144,9.7941803347,15.5035833905,,17.8429859834,14.8916675661,19.3468929825,17.1203275313,16.3887073368,,13.9695135929,21.7347468029,23.9855390934,,
2002-03-20 00:00:00+00:00,,,,12.952796476,12.1507448379,,,10.1351681366,9.6655087229,15.4325844657,,17.6538808328,14.6590697799,19.1346659186,16.5987404918,16.0665096878,,13.885210529,21.7420281251,23.8917539943,,
2002-03-21 00:00:00+00:00,,,,13.2198644446,12.2036124731,,,10.2163445175,9.6503708862,15.1808610051,,17.7514834912,14.6644790308,18.7512879968,16.9285675903,16.1904318605,,14.0339806418,21.603683003,23.5947678472,,
2002-03-22 00:00:00+00:00,,,,13.0519931501,12.1066884752,,,10.147047607,9.6049573762,15.0582264987,,17.3366721931,14.6590697799,18.6417514477,16.6831148659,16.2090201864,,13.8703335177,21.4871818477,23.4853518983,,
2002-03-25 00:00:00+00:00,,,,12.7830175531,12.0361982948,,,10.1965454002,9.5444060294,14.8645930675,,17.1780678732,14.4264719938,18.3473719721,16.3072653815,16.0479213619,,13.8901695328,21.1668036703,23.0555035274,,
2002-03-26 00:00:00+00:00,,,,12.8764913421,12.1419335653,,,9.986674757,9.5671127845,15.1421343189,,17.3183716947,14.6049772715,18.4637545555,16.4299917438,16.1718435346,,13.8157844764,21.0430211927,23.3681205244,,
2002-03-27 00:00:00+00:00,,,,12.9432583343,12.2741026535,,,9.9926144922,9.6200952129,15.4584022565,,17.7209826604,14.794301051,18.5869831732,16.4223213461,16.1222746655,,13.8504975027,21.3561180478,23.5244290229,,
2002-03-28 00:00:00+00:00,,,,13.095868602,12.3445928338,,,10.0975498138,9.6503708862,15.3034955116,,17.6233800021,14.6861160341,18.648597482,16.6217516847,16.1718435346,,13.9744725967,21.5454324254,23.4775364733,,
2002-04-01 00:00:00+00:00,,,,12.9718727595,12.2652913809,,,10.0896301669,9.5595438661,15.2195876914,,17.745383325,14.6590697799,18.6417514477,16.8058412281,16.1408629914,,13.8306614876,21.3488367256,23.0398726776,,
2002-04-02 00:00:00+00:00,,,,12.7620336413,12.2652913809,,,9.9173778465,9.5746817028,15.1550432143,,17.9649893064,14.7131622884,18.4637545555,16.3149357792,16.029333036,,13.9100055478,21.225054248,22.6256551566,,
2002-04-03 00:00:00+00:00,,,,12.5006885578,12.1507448379,,,9.8144224367,9.4989925194,14.94204644,,17.5745786729,14.4967922547,18.2104512857,16.0618126571,16.0417252533,,13.9100055478,20.948364004,22.4537158082,,
2002-04-04 00:00:00+00:00,,,,12.6170538869,12.2124237457,,,9.8678800533,9.4384411726,14.7548674565,,17.2573700332,14.6266142749,18.3542180064,16.1308462358,15.8558419942,,13.9298415628,21.2468982147,22.7585173803,,
2002-04-05 00:00:00+00:00,,,,12.5025961861,12.3093477437,,,9.826301907,9.468716846,14.9549553354,,17.0621647164,14.6969345358,18.4363704182,15.8777231137,15.7257237129,,13.8554565064,21.5017444921,22.8991950289,,
2002-04-08 00:00:00+00:00,,,,12.6208691436,12.4062717416,,,9.8401612891,9.4157344176,15.0194998125,,17.3244718608,14.7402085426,18.5801371389,15.8010191373,15.775292582,,13.7562764312,21.5891203586,23.2430737256,,
2002-04-09 00:00:00+00:00,,,,12.5083190712,12.476761922,,,9.7114670268,9.4005965809,15.0065909171,,17.0743650487,14.8321658069,18.5664450702,15.4021584601,15.7629003647,,13.4636952094,21.6182456475,23.407197649,,
2002-04-10 00:00:00+00:00,,,,12.6933590208,12.6617986454,,,9.804522878,9.5065614377,15.3293133024,,17.2695703655,14.8862583153,18.9977452323,15.4481808459,16.0231369274,,13.7463584237,21.8148413472,23.6807375214,,
2002-04-11 00:00:00+00:00,,,,12.3404477766,12.57368592,,,9.4738776194,9.2870628058,15.1550432143,,17.0926655472,14.5184292581,18.388448178,14.9342642041,15.8062731252,,13.3347611116,21.4507752366,23.3212279749,,
2002-04-12 00:00:00+00:00,,,,12.628499657,12.7234775532,,,9.6025718817,9.3324763158,15.0775898418,,16.5314502615,14.7023437867,18.3610640407,15.1873873262,15.893018646,,13.4240231793,21.5235884587,23.7979688953,,
2002-04-15 00:00:00+00:00,,,,12.5636402932,12.670609918,,,9.4837771781,9.3022006425,15.0388631556,,16.8547590674,14.5130200072,18.1693750798,15.2257393144,15.8806264288,,13.2157450214,21.5090258143,23.4384593487,,
2002-04-16 00:00:00+00:00,,,,13.0081176981,12.7763451885,,,9.7867036725,9.4611479277,15.3034955116,,17.1719677071,14.8105288035,18.4911386927,15.9160751019,16.0479213619,,13.5380802658,21.6546522585,23.7823380454,,
2002-04-17 00:00:00+00:00,,,,12.9241820508,12.7411000983,,,9.7451255262,9.423303336,15.3744944363,,17.3854735223,14.8483935594,18.3610640407,15.977438283,15.8124692338,,13.6075063184,21.705621514,23.5400598727,,
2002-04-18 00:00:00+00:00,,,,12.9318125642,12.6794211905,,,9.9015385527,9.468716846,15.206678796,,17.4708758484,14.794301051,18.2241433543,15.808689535,15.9735680583,,13.5727932921,21.9313425026,23.3837513743,,
2002-04-19 00:00:00+00:00,,,,12.8516921736,12.688232463,,,9.6857281743,9.4535790093,15.2324965868,,17.5501780083,14.8213473052,18.1214528396,15.7626671491,16.0045486015,,13.4537772019,22.1060942357,23.4853518983,,
2002-04-22 00:00:00+00:00,,,,12.5960699751,12.5560633749,,,9.5114959422,9.3249073975,14.8516841721,,17.3793733561,14.6212050241,17.8339193982,15.3714768695,15.9116069719,,13.2504580477,22.0041557247,23.2587045755,,
2002-04-23 00:00:00+00:00,,,,12.5407487531,12.5384408298,,,9.3788418565,9.3249073975,14.6709596363,,17.3366721931,14.5508847631,17.7996892266,15.0569905663,15.7814886906,,13.3149250966,21.843966636,23.2977817001,,
2002-04-24 00:00:00+00:00,,,,12.5045038145,12.5296295573,,,9.3471632688,9.3324763158,14.5805973685,,17.0255637195,14.4589274988,17.6490764716,14.8268786371,15.7133314957,,13.3496381229,21.9895930803,23.094580652,,
2002-04-25 00:00:00+00:00,,,,12.4281986806,12.6001197376,,,9.3372637102,9.181097949,14.5483251299,,17.1475670425,14.3236962278,17.4368494078,14.9265938064,15.7629003647,,13.2603760552,22.0551249802,23.1571040514,,
2002-04-26 00:00:00+00:00,,,,12.1458696852,12.4943844671,,,9.0976943911,9.1129776839,14.5935062639,,16.9584618919,14.2696037194,17.2588525155,14.4203475622,15.6637626266,,13.0471388935,21.6983401918,23.0164264028,,
2002-04-29 00:00:00+00:00,,,,11.9875365324,12.4503281044,,,8.9788996874,9.0221506638,14.348237251,,16.8486589012,14.14519095,16.882320628,14.3283027905,15.5026638021,,12.8537377468,21.2032102814,22.7663328052,,
2002-04-30 00:00:00+00:00,,,,12.2870341829,12.6089310101,,,9.1254131552,9.0751330922,14.5805973685,,16.9889627226,14.3128777261,17.3615430303,14.6121075032,15.5708209971,,13.1264829537,21.4143686255,22.8210407797,,
2002-05-01 00:00:00+00:00,,,,12.1840222522,12.6970437356,,,9.1531319194,9.158391194,14.5999607116,,17.0926655472,14.4102442412,17.4163113048,14.489381141,15.7938809079,,13.2504580477,21.8002787028,22.9460875785,,
2002-05-02 00:00:00+00:00,,,,12.0943637199,12.7763451885,,,9.0442367744,9.1886668673,14.9162286492,,17.2207690363,14.556294014,17.4779256137,14.1212020543,15.7938809079,,13.1661549838,21.7274654807,23.1571040514,,
2002-05-03 00:00:00+00:00,,,,11.924584797,12.785156461,,,8.8878237479,9.1735290307,15.0130453648,,17.2817706978,14.4805645022,17.484771648,13.7837045581,15.6451743007,,13.0917699273,21.5891203586,22.8444870545,,
2002-05-06 00:00:00+00:00,,,,11.7624363875,12.6177422827,,,8.8185268374,9.1697445715,14.9226830969,,16.6900545814,14.14519095,16.9918571771,13.3925142785,15.5336443453,,13.0223438747,21.1813663147,22.4302695335,,
2002-05-07 00:00:00+00:00,,,,11.5392438709,12.6265535552,,,8.7512098386,8.9691682354,15.0388631556,,16.6107524215,14.0802799399,17.0055492457,13.3925142785,15.3167805431,,12.8934097769,21.225054248,22.7585173803,,
2002-05-08 00:00:00+00:00,,,,12.0962713482,12.670609918,,,9.2521275059,9.1735290307,15.2002243483,,16.9584618919,14.4967922547,17.7106907805,14.7808562513,15.5956054316,,13.0768929161,21.6983401918,23.094580652,,
2002-05-09 00:00:00+00:00,,,,11.7967736977,12.5824971925,,,9.0066184516,9.0751330922,15.2131332437,,16.8059577382,14.3236962278,17.4094652705,14.2976212,15.4345066071,,12.9677948333,21.4507752366,22.7428865304,,
2002-05-10 00:00:00+00:00,,,,11.5793040662,12.4150830142,,,8.7591294855,9.071348633,15.161497662,,16.7937574059,14.1397816992,17.1493159664,13.8067157511,15.403526064,,12.6702546077,21.1668036703,22.3677461341,,
2002-05-13 00:00:00+00:00,,,,11.7796050426,12.4679506494,,,8.9709800404,9.1281155206,15.271223273,,17.1170662118,14.3940164887,17.2588525155,14.3513139835,15.5584287798,,12.8239837243,21.4143686255,22.6100243067,,
2002-05-14 00:00:00+00:00,,,,12.1248857734,12.6617986454,,,9.1867904188,9.1281155206,15.5035833905,,17.1658675409,14.6157957732,17.6422304373,15.041649771,15.6203898662,,13.0173848709,21.8002787028,23.415013074,,
2002-05-15 00:00:00+00:00,,,,12.1420544285,12.6794211905,,,9.2343083003,9.2416492957,15.5423100767,,16.879159732,14.5454755123,17.7106907805,14.9956273852,15.3911338467,,12.9479588183,21.9895930803,23.2743354253,,
2002-05-16 00:00:00+00:00,,,,12.0562111529,12.5472521023,,,9.3649824744,9.2416492957,15.490674495,,17.0743650487,14.7185715392,17.8202273296,15.2180689167,15.4097221726,,12.9975488559,22.047843658,23.4462747736,,
2002-05-17 00:00:00+00:00,,,,12.2183595624,12.5824971925,,,9.4243798262,9.2378648366,15.5616734198,,16.9340612273,14.7834825493,17.9776861189,15.2947728931,15.589409323,,12.8735737619,22.0405623358,23.6416603968,,
2002-05-20 00:00:00+00:00,,,,11.9055085135,12.5120070122,,,9.3451833571,9.2265114591,15.4842200473,,16.8181580705,14.5292477597,17.8339193982,14.8959122159,15.5150560194,,12.9429998145,21.843966636,23.5635061475,,
2002-05-21 00:00:00+00:00,,,,11.8540025482,12.3622153789,,,9.0679957151,9.2265114591,15.4584022565,,16.8303584028,14.3940164887,17.5600780255,14.5277331292,15.3849377381,,13.037220886,21.6546522585,22.9773492782,,
2002-05-22 00:00:00+00:00,,,,11.6422558016,12.4150830142,,,9.1768908602,9.2189425407,15.5100378382,,17.1109660456,14.4210627429,17.635384403,14.7041522749,15.521252128,,13.2702940627,21.5235884587,22.8757487542,,
2002-05-23 00:00:00+00:00,,,,11.831111008,12.6001197376,,,9.2857860052,9.3173384792,15.7617612987,,17.2573700332,14.5779310173,17.9639940503,14.8192082395,15.5708209971,,13.5083262432,21.7201841584,23.094580652,,
2002-05-24 00:00:00+00:00,,,,11.7471753607,12.57368592,,,9.0996743028,9.318095371,15.5487645244,,17.0682648826,14.4805645022,17.765459055,14.4970515386,15.3911338467,,13.3694741379,21.6328082919,22.9148258788,,
2002-05-28 00:00:00+00:00,,,,11.6384405449,12.3886491966,,,8.9690001287,9.1508222756,15.4584022565,,16.9340612273,14.3291054786,17.5669240598,14.3666547787,15.335368869,,13.4636952094,21.6109643253,22.5553163323,,
2002-05-29 00:00:00+00:00,,,,11.4362319402,12.3445928338,,,8.879904101,9.1281155206,15.3551310932,,16.7754569075,14.3236962278,17.3683890646,14.0981908614,15.3849377381,,13.2405400402,21.5964016808,22.5084237827,,
2002-05-30 00:00:00+00:00,,,,11.4553082236,12.3886491966,,,8.9591005701,9.1129776839,15.2195876914,,16.4521481016,14.2641944685,17.2930826871,14.1672244401,15.3167805431,,13.1165649461,21.5527137476,22.3130381596,,
2002-05-31 00:00:00+00:00,,,,11.4247861701,12.4150830142,,,9.0184979219,9.2113736224,15.3034955116,,16.6900545814,14.2696037194,17.4368494078,14.0061460897,15.3973299553,,13.0173848709,21.7129028362,22.7038094058,,
2002-06-03 00:00:00+00:00,,,,11.0470757574,12.1507448379,,,8.5532186658,8.9388925621,15.0646809464,,16.1654402926,13.9883226756,16.7796301133,13.5919446172,15.0441517632,,12.7198446453,21.3415554034,22.1020216866,,
2002-06-04 00:00:00+00:00,,,,11.0203689605,12.1066884752,,,8.7017120454,8.893479052,14.987227574,,16.1654402926,13.8963654113,16.6427094269,13.7837045581,15.0255634373,,12.7644756792,21.2905861479,21.9769748878,,
2002-06-05 00:00:00+00:00,,,,11.0909512094,12.0890659301,,,8.8106071905,8.9388925621,15.1034076327,,16.1044386312,14.0315966823,16.9233968339,13.9524533062,15.199054479,,12.7148856416,21.4726192032,22.4302695335,,
2002-06-06 00:00:00+00:00,,,,10.8181603557,11.9657081145,,,8.5235199899,8.7496696035,14.8710475152,,15.933633979,13.7286786352,16.5194808092,13.6149558101,14.8582685042,,12.3429603595,21.1813663147,22.0785754119,,
2002-06-07 00:00:00+00:00,,,,10.7990840723,12.1331222928,,,8.5037208726,8.751940279,14.8775019629,,16.098338465,13.771952642,16.5194808092,13.3158103021,14.8582685042,,12.4867714686,21.3342740812,22.1020216866,,
2002-06-10 00:00:00+00:00,,,,10.9078188881,12.1243110202,,,8.4839217553,8.7875141952,14.9097742015,,15.7994303238,13.8476821537,16.6495554612,13.1930839399,15.0255634373,,12.5314025024,21.3779620145,22.4693466581,,
2002-06-11 00:00:00+00:00,,,,10.7304094518,11.9392742968,,,8.4245244035,8.7118250118,14.7419585611,,15.561523844,13.6042658659,16.451020466,12.9016088296,14.6228163761,,12.3231243445,21.2177729258,22.3521152842,,
2002-06-12 00:00:00+00:00,,,,10.5434618738,12.0097644772,,,8.5235199899,8.7269628485,14.8645930675,,15.7811298253,13.6799953777,16.4441744317,13.1624023493,14.6104241588,,12.5760335363,20.7808935931,22.5396854824,,
2002-06-13 00:00:00+00:00,,,,10.3774982076,11.7894826636,,,8.3057296998,8.6134290733,14.5999607116,,15.7628293269,13.360849578,16.4030982258,12.9399608178,14.5670513984,,12.561156525,20.4022648381,22.0238674374,,
2002-06-14 00:00:00+00:00,,,,10.434727058,11.8511615714,,,8.3750266103,8.6209979917,14.6064151593,,15.7445288284,13.4852623474,16.320945814,12.9169496249,14.6290124847,,12.4024684047,20.2493570716,21.8831897887,,
2002-06-17 00:00:00+00:00,,,,10.8238832408,12.185989928,,,8.6720133695,8.7799452769,14.8452297244,,16.1532399604,14.0910984416,16.7796301133,13.3541622903,14.9078373732,,12.6801726152,20.8173002041,22.4615312332,,
2002-06-18 00:00:00+00:00,,,,10.7781001605,12.2036124731,,,8.5829173417,8.870772297,14.9097742015,,16.0739378004,14.1181446958,16.9370889026,13.2084247352,14.8706607214,,12.7743936867,20.9119573929,22.3911924088,,
2002-06-19 00:00:00+00:00,,,,10.5262932187,12.0802546575,,,8.3849261689,8.7496696035,14.8775019629,,15.9153334806,13.9829134248,16.8070142505,12.6868376957,14.8148957437,,12.4223044197,20.8391441708,22.2974073097,,
2002-06-20 00:00:00+00:00,,,,10.3946668627,12.0273870223,,,8.216633672,8.6209979917,14.8904108584,,15.8848326498,13.701632381,16.6769395985,12.3953625854,14.6847774624,,12.2735343069,20.2857636827,21.9691594629,,
2002-06-21 00:00:00+00:00,,,,10.2058116564,12.1124242611,,,8.1391708136,8.5549423762,14.7061621941,,15.7846618215,13.5510442469,16.2583662143,12.042524294,14.2895710654,,12.3166082135,19.8609276569,21.6257340609,,
2002-06-24 00:00:00+00:00,,,,10.2058116564,11.979515436,,,8.1985808195,8.4559973131,14.7191363116,,15.9258154848,13.5890784528,16.4848440889,12.2496250302,14.1466131992,,12.11133141,20.0138720943,21.8606261759,,
2002-06-25 00:00:00+00:00,,,,9.9997877949,11.8377460226,,,8.0599574723,8.5777758522,14.8164421929,,15.858307211,13.4586754609,16.1348328281,11.8277531601,13.8544819073,,12.0312233891,19.700700151,21.492628529,,
2002-06-26 00:00:00+00:00,,,,9.8509927838,11.7668613159,,,7.8817274545,8.280940663,14.6867010179,,15.8644443268,13.203302935,16.1279698622,11.8354235577,13.8296196697,,11.9060546064,20.0284382312,21.2968850998,,
2002-06-27 00:00:00+00:00,,,,10.1733819745,11.8731883759,,,8.2084824872,8.3951080435,14.8034680754,,15.9442268321,13.4858427509,16.3818996004,12.1499098609,13.9352841795,,11.8960411038,20.5382530225,21.4221608945,,
2002-06-28 00:00:00+00:00,,,,10.2668557635,11.9352124943,,,8.0599574723,8.5168865827,15.0434892493,,16.0792433796,13.6597134068,16.3681736686,12.1345690657,13.8296196697,,12.1413719178,20.1595334632,21.5082880033,,
2002-07-01 00:00:00+00:00,,,,9.7975791901,11.8288854342,,,8.0500558047,8.5168865827,14.9526704268,,15.9258154848,13.3771735909,16.004436476,11.6206524238,13.9663619765,,11.8910343525,19.3146975233,20.8584198183,,
2002-07-02 00:00:00+00:00,,,,9.4847281412,11.6250919024,,,7.6836941014,8.2428848696,14.6542657241,,15.6128225793,13.192436019,15.7573697036,11.27548453,13.8731285855,,11.6406967872,18.8777134164,20.5687195431,,
2002-07-03 00:00:00+00:00,,,,9.4408526892,11.4478801356,,,7.8421207839,8.2048290761,14.5115504315,,15.711016432,13.045732653,15.7779586013,11.6896860026,13.7798951945,,11.5706022689,18.9068456902,20.8349306068,,
2002-07-05 00:00:00+00:00,,,,9.8529004122,11.7580007275,,,8.1292691459,8.2885518217,14.8813127805,,16.0792433796,13.5456107889,16.4299403617,12.318658609,13.9601464171,,11.7057845542,19.5404726452,21.6570530096,,
2002-07-08 00:00:00+00:00,,,,9.6049087271,11.6516736674,,,7.9946064658,8.4179415196,14.920235133,,15.8828556742,13.4749758349,16.1554217258,11.9504795223,13.9352841795,,11.555582015,19.3001313864,21.3595229971,,
2002-07-09 00:00:00+00:00,,,,9.406515379,11.483322489,,,7.9510391281,8.4141359402,14.7645457229,,15.6864679688,13.121801065,15.7505067377,11.7740603766,13.7053084816,,11.2501701853,18.4188801042,20.8740792926,,
2002-07-10 00:00:00+00:00,,,,9.1737847206,11.2706683688,,,7.5846774248,7.8927715695,14.3299127864,,15.0175223473,12.7034247992,15.3661806474,11.4595740734,13.4256083085,,10.6143127694,17.5667610959,20.1928921589,,
2002-07-11 00:00:00+00:00,,,,9.2138449159,11.1554807204,,,7.7431041073,7.8623269347,14.1158398476,,14.729077905,12.8772954551,15.3867695451,11.8814459436,13.2018481701,,10.9848123661,17.9017822445,20.1772326846,,
2002-07-12 00:00:00+00:00,,,,9.1833228624,10.9959901303,,,7.7431041073,7.9079938869,13.973124555,,14.4651819259,12.6871244252,15.3387287838,11.8277531601,12.922147997,,10.574258759,18.1348404348,19.918851358,,
2002-07-15 00:00:00+00:00,,,,9.0421583647,10.8364995401,,,7.5351690865,7.8090488238,13.6552586761,,14.1460519046,12.6871244252,15.2220583635,12.0578650893,12.7356812149,,10.7394815521,17.8071023546,19.6134916084,,
2002-07-16 00:00:00+00:00,,,,9.1280016403,10.7833360101,,,7.465857413,7.7481595542,13.4087504434,,13.9312528518,12.4317518993,14.9063619322,11.9197979317,12.536783314,,10.4240562198,17.683290191,19.0810694809,,
2002-07-17 00:00:00+00:00,,,,9.3225797317,10.7921965984,,,7.5747757572,7.7481595542,13.5060563247,,14.0846807466,12.3556834873,15.0847990456,12.0041723058,12.5927233487,,10.2287929188,18.0692928188,18.9792828977,,
2002-07-18 00:00:00+00:00,,,,9.0421583647,10.5618213016,,,7.406447407,7.5122136346,13.3049575034,,13.9926240097,11.9264403055,14.645569228,11.7510491837,12.3068076162,,9.9884688561,17.2171738104,18.666093411,,
2002-07-19 00:00:00+00:00,,,,8.714046289,10.260561298,,,7.1688073833,7.2838788736,12.7146351568,,13.1334277986,11.6710677796,14.1926134787,11.382870097,11.7349761512,,9.4277127098,16.5107161709,17.7578438994,,
2002-07-22 00:00:00+00:00,,,,8.5232834543,10.0479071778,,,7.0301840361,7.0692441984,12.1243128103,,12.3294656296,11.2744253457,13.7396577294,10.7845790811,11.8344251016,,9.1974021497,16.3723378704,17.4681436241,,
2002-07-23 00:00:00+00:00,,,,8.1455730416,9.6846230559,,,6.7331340064,6.808181455,12.0464681052,,12.1514892716,10.633277302,13.4308242639,10.2476512463,11.8903651362,,8.4814367129,16.0664489956,17.186273086,,
2002-07-24 00:00:00+00:00,,,,8.4889461441,10.1276524729,,,7.089594042,7.2610453976,12.7665316268,,12.9554514406,11.2744253457,14.1514356833,10.7769086835,12.4994899576,,9.2374561602,17.1079277837,18.1963091808,,
2002-07-25 00:00:00+00:00,,,,8.3725808149,10.3137248281,,,6.8519540183,7.2306007628,13.1168327995,,12.9002173985,11.1929234758,14.1651616151,10.1325952818,12.6548789427,,9.512827482,17.6905732595,17.8987791684,,
2002-07-26 00:00:00+00:00,,,,8.2981833094,10.3668883581,,,7.0994957097,7.3371569845,13.1752163283,,13.0720566407,11.5352313296,14.3916394898,10.2706624393,12.7108189773,,9.3876586994,18.0838589556,18.110182072,,
2002-07-29 00:00:00+00:00,,,,8.9563150891,10.9871295419,,,7.5054640836,7.7101037607,13.8304092624,,13.8269218833,12.3067823653,15.2906880225,10.8766238528,13.077536982,,9.5378612385,18.8922795533,19.1045586924,,
2002-07-30 00:00:00+00:00,,,,9.0135439395,10.9694083652,,,7.5846774248,7.7557707129,13.3114445621,,13.6121228305,12.3339496553,15.4691251359,11.0453726008,12.9470102346,,10.313907691,19.0306578539,19.0340910579,,
2002-07-31 00:00:00+00:00,,,,8.7769980245,10.8010571868,,,7.465857413,7.7938265064,13.3373927972,,13.8514703465,12.5241206852,15.4416732723,10.9840094197,13.2391415265,,10.3539617015,19.5768879874,18.9401342119,,
2002-08-01 00:00:00+00:00,,,,8.6816166071,10.8896630702,,,7.4460540776,7.6948814433,13.2530610334,,13.0352339459,12.2144135794,15.0985249774,10.5007743684,13.1148303384,,10.2037591623,19.0306578539,18.3607336614,,
2002-08-02 00:00:00+00:00,,,,8.290552796,10.4997971832,,,7.0499873714,7.5426582694,12.6951739806,,12.8879431669,11.9047064735,14.5494877055,10.2783328369,13.0899681008,,10.00348911,18.8777134164,17.5464409958,,
2002-08-05 00:00:00+00:00,,,,7.9567178353,10.2782824747,,,6.7826423447,7.3128012767,12.2605410441,,12.409248135,11.4374290857,14.0690800925,9.8334497738,12.9097168782,,9.8282528143,18.0692928188,17.139294663,,
2002-08-06 00:00:00+00:00,,,,8.3649503015,10.5441001249,,,7.0975153761,7.626381015,12.7795057444,,12.8572575879,11.8123376875,14.5494877055,10.2476512463,12.922147997,,10.2337996701,18.5135599941,17.648227579,,
2002-08-07 00:00:00+00:00,,,,8.4603317189,10.6858695383,,,7.2282173892,7.6568256498,13.0973716233,,13.0413710617,11.9644745115,14.9132248981,10.4317407897,13.2204948483,,10.3089009397,19.1326208121,17.8987791684,,
2002-08-08 00:00:00+00:00,,,,8.6606326953,10.8630813052,,,7.5648740895,7.8471046173,13.3633410322,,13.5937114831,12.5893221812,15.3455917497,10.8152606717,13.525057259,,10.4991574894,19.84636152,18.1336712835,,
2002-08-09 00:00:00+00:00,,,,8.6129419866,10.9251054235,,,7.4955624159,7.9460496803,13.5190304423,,13.8391961149,12.6979913412,15.46226217,10.7769086835,13.587212853,,10.5241912459,19.8172292462,18.204138918,,
2002-08-12 00:00:00+00:00,,,,8.6510945536,10.8719418935,,,7.4975427495,7.8699380934,13.4541598547,,13.8085105359,12.5567214332,15.2838250566,10.6771935142,13.5437039372,,10.7044342929,19.84636152,17.9457575914,,
2002-08-13 00:00:00+00:00,,,,8.4622393472,10.7213118917,,,7.5054640836,7.9156050456,13.2335998571,,13.5998485989,12.2578812433,14.9269508299,10.4394111873,13.4131771897,,10.4090359658,19.3729620709,17.742184425,,
2002-08-14 00:00:00+00:00,,,,8.6224801284,10.8808024818,,,7.50348375,8.0373835847,13.4022633847,,14.133777673,12.7468924632,15.2495102271,11.083724589,13.8544819073,,10.7244612981,19.8609276569,18.713071834,,
2002-08-15 00:00:00+00:00,,,,8.6987852622,11.066874837,,,7.8025141133,8.0830505369,13.3957763259,,14.5326901996,12.9044627451,15.3730436133,11.2371325418,13.7301707192,,10.7444883034,19.9993059574,19.4803860766,,
2002-08-16 00:00:00+00:00,,,,8.8304116182,11.1288989554,,,7.7589467756,8.0373835847,13.1557551521,,14.2994797994,12.8120939591,15.3593176815,11.5055964592,13.6680151252,,10.574258759,19.8390784515,19.4568968651,,
2002-08-19 00:00:00+00:00,,,,9.0211744529,11.2086442504,,,7.9906457987,8.0602170608,13.4282116197,,14.4160849995,13.138101439,15.7230548741,11.9274683294,13.7736796351,,10.7394815521,20.1158350526,19.9110216209,,
2002-08-20 00:00:00+00:00,,,,8.9200701505,11.1732018971,,,8.0203508017,8.1211063304,13.2076516221,,14.0539951677,12.9587973251,15.6475622493,11.5899708333,13.711524041,,10.7094410442,19.8609276569,19.7700863518,,
2002-08-21 00:00:00+00:00,,,,9.1470779238,11.2263654271,,,8.1193674783,8.0678282195,13.3698280909,,14.0846807466,12.9859646151,15.6956030106,11.9504795223,13.6928773628,,11.0398866304,20.1959488055,20.0989353129,,
2002-08-22 00:00:00+00:00,,,,9.3168568467,11.3947166056,,,8.2560104919,8.1819956,13.5060563247,,14.4835932732,13.138101439,15.9220808852,12.0885466798,13.7612485163,,11.2651904392,20.8295757604,20.4042950625,,
2002-08-23 00:00:00+00:00,,,,9.0726804183,11.2086442504,,,8.0203508017,8.105884013,13.3179316209,,14.2503828731,12.8609950811,15.5514807267,11.6513340144,13.5437039372,,11.0899541435,20.2906286953,19.8405539863,,
2002-08-26 00:00:00+00:00,,,,9.1184634986,11.3681348405,,,8.040154137,8.0602170608,13.4671339722,,14.4406334627,13.051166111,15.7436437718,11.7280379908,13.5747817342,,11.2651904392,20.5164038172,19.9580000439,,
2002-08-27 00:00:00+00:00,,,,8.9811142576,11.2618077805,,,7.8421207839,8.1515509652,13.525517501,,14.4344963469,12.9316300351,15.6063844539,11.3368477111,13.5374883778,,11.1550419105,19.9337583414,19.5508537111,,
